date,day_of_week,location,giai_tam,giai_bay,giai_sau_1,giai_sau_2,giai_sau_3,giai_nam,giai_tu_1,giai_tu_2,giai_tu_3,giai_tu_4,giai_tu_5,giai_tu_6,giai_tu_7,giai_ba_1,giai_ba_2,giai_nhi,giai_nhat,giai_dac_biet
2019-12-13,Thu sau,Ninh Thuận,57,445,5058,8895,8554,9094,21465,16130,75486,87137,73787,99604,09858,87331,77352,40110,85742,923316
2019-12-14,Thu bay,Đắk Nông,76,347,2509,2350,7010,2280,17308,30815,81646,75737,49893,39924,58187,06785,61366,86170,75287,519797
2019-12-14,Thu bay,Đà Nẵng,98,992,5531,0932,6809,6522,58992,15751,63551,76323,02447,44684,27790,78830,52080,45441,15018,852224
2019-12-14,Thu bay,Quảng Ngãi,71,977,8768,0902,9422,2469,86533,51585,75699,77208,04524,86749,15910,61207,84246,70407,65354,816967
2019-12-15,Chu nhat,Kon Tum,47,532,1211,7038,2022,9106,25719,45348,24093,99510,66354,90423,20300,62470,29941,84073,69729,616820
2019-12-15,Chu nhat,Khánh Hòa,33,344,9843,8140,5325,7545,89281,08174,29958,25262,45964,13826,11362,75067,61996,21345,68039,182723
2019-12-16,Thu hai,Thừa T. Huế,89,141,0313,1876,8259,6944,93545,21580,88468,76571,19111,46463,84393,92963,02912,22040,45105,100822
2019-12-16,Thu hai,Phú Yên,33,183,4905,5407,5392,6899,69262,65681,71125,68907,19873,44465,89418,85302,50342,50230,11891,510945
2019-12-17,Thu ba,Đắk Lắk,30,455,6196,2449,1867,9624,03762,56606,39989,65179,05277,14086,13832,19546,83265,61456,09212,367567
2019-12-17,Thu ba,Quảng Nam,55,245,5272,3214,2713,8875,47192,68653,67159,46988,59223,81310,20822,22493,78748,56665,73860,837731
2019-12-18,Thu tu,Đà Nẵng,85,438,4118,4947,4638,8082,82973,98822,36773,23967,66402,82807,13585,42746,67333,06403,52531,376205
2019-12-18,Thu tu,Khánh Hòa,34,856,3563,5258,2826,7248,53579,54033,35230,25299,86114,02035,33834,97743,93493,44776,07913,459465
2019-12-20,Thu sau,Gia Lai,15,830,4364,6128,8908,2753,01300,85011,79099,19079,14929,01532,61342,88335,00467,72540,47248,521394
2019-12-20,Thu sau,Ninh Thuận,85,005,0553,5943,1884,7191,73595,01725,43809,98030,06590,20018,90837,09616,20268,43541,52681,001177
2019-12-21,Thu bay,Đắk Nông,32,533,1374,5900,1968,7966,05722,61273,19218,09199,78611,63305,82491,99458,65773,35946,74746,664044
2019-12-21,Thu bay,Quảng Ngãi,61,009,5150,0920,2721,6742,04373,53951,87699,54822,85361,24177,95749,36832,94402,74355,12768,585095
2019-12-21,Thu bay,Đà Nẵng,57,539,0443,8481,8300,4372,97799,76217,76663,14286,23544,98327,31850,54200,03756,47255,31112,384859
2019-12-22,Chu nhat,Kon Tum,33,835,0232,3153,7325,1327,50538,92353,20467,69193,72545,05777,22374,81389,06792,01515,57790,412461
2019-12-22,Chu nhat,Khánh Hòa,02,486,7347,2637,5182,5700,44582,50295,35097,94020,11201,85486,75363,29283,43125,80321,64209,086136
2019-12-24,Thu ba,Đắk Lắk,83,841,1556,3989,6262,9883,94130,84110,55886,77298,39963,43626,73225,44128,98834,71708,23473,611901
2019-12-24,Thu ba,Quảng Nam,44,408,8477,1180,2804,2259,33223,57003,09784,17489,68770,39161,00725,53039,06049,56390,16264,792153
2019-12-25,Thu tu,Đà Nẵng,88,192,1374,2220,1507,5456,38431,68656,61237,31057,04091,89846,68192,03911,46901,08132,94626,006732
2019-12-25,Thu tu,Khánh Hòa,85,551,4836,4166,0202,9054,60656,18979,38718,22333,61691,33649,48719,65321,08427,93853,11806,262327
2019-12-26,Thu nam,Quảng Bình,16,269,3843,3459,6049,2000,24031,89700,31885,99983,82034,62119,02751,13262,18184,97632,40587,417816
2019-12-26,Thu nam,Bình Định,66,761,5661,0094,0157,9278,43685,75427,16747,84024,79304,78167,19465,30130,62307,87489,33111,761628
2019-12-26,Thu nam,Quảng Trị,94,614,6896,8659,3109,2634,57921,57728,05987,48373,24957,71445,41940,55627,60018,94526,27131,038642
2019-12-28,Thu bay,Đà Nẵng,59,892,2039,3391,9780,6356,78000,58516,87469,23488,20968,03485,54039,04880,44729,69727,68961,834296
2019-12-28,Thu bay,Quảng Ngãi,22,654,8678,5733,3324,5333,54561,09270,40505,17720,39719,86583,09228,01504,93414,96181,82043,711591
2019-12-28,Thu bay,Đắk Nông,24,806,8814,7081,3709,7121,48141,71739,20989,63693,20716,65722,67890,47076,83810,01692,83717,600309
2019-12-29,Chu nhat,Kon Tum,20,315,4789,9845,9981,2139,06446,83956,07620,61416,77838,36129,70215,61747,07679,37031,52253,756040
2019-12-29,Chu nhat,Khánh Hòa,09,176,2567,8202,0642,9103,59559,74216,86769,75394,36550,78523,78185,45756,10174,24774,85476,458480
2019-12-30,Thu hai,Thừa T. Huế,01,993,4103,8900,5232,5523,03575,49811,45954,70236,48340,92305,60059,09307,92129,92618,66650,269193
2019-12-30,Thu hai,Phú Yên,74,942,8522,4334,7463,7465,05313,18959,47062,28818,77570,13148,30684,15273,95233,06619,93257,834357
2019-12-31,Thu ba,Quảng Nam,74,555,4462,6857,2876,5688,87701,51981,72187,92112,01475,51800,49663,94210,29855,22562,28523,572224
2019-12-31,Thu ba,Đắk Lắk,13,174,9050,7834,3464,6357,06077,35777,54536,92654,90912,87239,47557,30814,11699,58066,14163,289241
2020-01-01,Thu tu,Khánh Hòa,48,322,6625,0305,5174,3430,55632,94435,62520,89162,71817,95961,03191,00416,65695,61368,06467,279765
2020-01-01,Thu tu,Đà Nẵng,60,031,2725,1763,5509,2375,72595,44068,36686,68921,08744,89855,10780,27019,05544,69142,89376,398154
2020-01-02,Thu nam,Bình Định,50,020,0965,5812,9520,3097,01109,53694,26605,45174,31937,04303,76804,76786,01856,87882,84616,279026
2020-01-02,Thu nam,Quảng Trị,39,218,6373,4962,4826,2288,98037,58311,15757,65821,98490,91424,24596,31870,70732,42312,21682,623700
2020-01-02,Thu nam,Quảng Bình,17,701,6916,7115,6433,3350,56223,70086,76311,09089,20034,08184,93838,05772,65933,44266,89726,678320
2020-01-03,Thu sau,Ninh Thuận,33,475,6952,3826,3250,6419,78480,81357,75247,81063,67278,51601,26134,86122,49474,00491,48181,271620
2020-01-03,Thu sau,Gia Lai,08,269,1097,3243,2847,3693,44272,69546,21576,58807,97151,34485,06276,70761,04977,54795,60106,426387
2020-01-04,Thu bay,Đà Nẵng,04,852,8288,2615,5582,1654,36046,78737,35818,16307,48642,64579,22767,33728,54651,20788,18286,563360
2020-01-04,Thu bay,Quảng Ngãi,68,970,9855,0219,0462,3368,22561,00101,20404,95112,22489,59442,49431,35018,10259,92577,04970,012276
2020-01-04,Thu bay,Đắk Nông,82,446,4807,6776,3001,3485,21478,94009,32980,82545,51098,39557,52142,73245,98565,01842,10835,069713
2020-01-05,Chu nhat,Kon Tum,19,611,1658,1604,6818,1471,47336,91521,16757,61106,19075,70234,84476,96808,63816,60825,61472,706355
2020-01-05,Chu nhat,Khánh Hòa,30,368,4456,2277,6922,4528,84161,18498,34912,37461,02571,93695,59170,19044,50598,45960,80175,417146
2020-01-06,Thu hai,Thừa T. Huế,93,423,0610,0783,4410,7307,32651,88412,39006,66241,65245,05344,25332,67114,21218,86152,93524,247502
2020-01-06,Thu hai,Phú Yên,64,164,0571,5622,3564,4474,72275,31204,49916,03762,07006,76362,29951,19243,85903,95135,24873,972427
2020-01-07,Thu ba,Đắk Lắk,36,889,5340,0941,9591,9901,49558,82362,30849,25455,98613,66020,86459,93135,78944,37009,07307,862463
2020-01-07,Thu ba,Quảng Nam,49,079,8787,2077,8335,8089,48606,23870,03848,98381,27738,51670,31357,50177,31766,38447,19850,803906
2020-01-09,Thu nam,Bình Định,03,099,4779,4276,2085,9746,64917,09599,42299,47136,81287,56851,44082,81557,68275,97973,49144,827710
2020-01-09,Thu nam,Quảng Trị,41,421,8197,8032,9144,7669,42751,30685,79844,46616,91288,09955,28306,84093,04852,31780,93143,992094
2020-01-09,Thu nam,Quảng Bình,09,338,8866,3932,3535,4395,63899,70470,77989,77236,59215,27761,93825,71239,07030,17063,72239,671427
2020-01-10,Thu sau,Ninh Thuận,20,693,1588,4111,2366,3804,49758,59094,14476,61873,18246,90304,82819,48091,72913,10466,13448,943245
2020-01-10,Thu sau,Gia Lai,95,100,5832,5512,4191,5327,62350,98157,59388,05859,06066,03977,67138,39692,46390,21622,29865,702202
2020-01-12,Chu nhat,Kon Tum,73,947,8642,5778,0139,7970,80574,11184,33769,45823,48439,74979,91024,78844,82845,91696,13214,126760
2020-01-12,Chu nhat,Khánh Hòa,65,081,2654,8654,6923,8275,89982,89942,35046,52268,89944,82097,62882,38491,46869,14839,09521,158570
2020-01-14,Thu ba,Đắk Lắk,94,194,5165,4906,1624,5148,60648,48994,23237,71080,85841,32536,32649,76280,51754,40235,56997,898493
2020-01-14,Thu ba,Quảng Nam,13,775,3298,2250,6281,2574,33162,53017,49442,19438,88737,27019,95750,70603,45916,37026,58714,059811
2020-01-15,Thu tu,Đà Nẵng,37,337,6154,3461,1209,5317,82395,74452,15640,70379,42353,16877,35215,64106,82605,92099,18554,277361
2020-01-15,Thu tu,Khánh Hòa,29,050,4991,7644,8851,8365,92304,99993,21542,27978,30590,09393,68759,53020,85050,24915,30183,862898
2020-01-17,Thu sau,Gia Lai,83,568,1885,7137,7997,5608,85559,56019,12325,32778,48425,51163,85938,76085,23943,72319,99074,325302
2020-01-17,Thu sau,Ninh Thuận,03,852,0414,6645,4960,5894,02509,04401,27268,57942,17882,70751,70653,10788,67278,02473,72827,750515
2020-01-18,Thu bay,Đà Nẵng,89,512,7448,2861,6105,5746,86296,57703,47618,69166,11019,39888,54392,65315,88105,78947,01712,874665
2020-01-18,Thu bay,Quảng Ngãi,88,811,0487,1036,0341,3186,92065,76575,79273,00462,58617,43038,41623,89888,95191,63845,13349,886840
2020-01-18,Thu bay,Đắk Nông,20,934,3795,2246,3696,9335,97764,63041,66299,01140,24096,57937,39931,52911,99080,84496,75691,365936
2020-01-19,Chu nhat,Khánh Hòa,80,364,6219,3637,2514,7154,64041,23718,94598,71639,67477,32510,61939,66835,28543,29756,19726,606142
2020-01-19,Chu nhat,Kon Tum,89,214,3502,3470,6242,3724,47627,86403,67540,12549,58644,12742,75360,19704,49006,68901,54229,333664
2020-01-20,Thu hai,Thừa T. Huế,84,384,7602,4752,3585,4406,40124,28100,12322,06990,78741,64731,88971,94276,57102,29179,67589,029735
2020-01-20,Thu hai,Phú Yên,91,352,5687,0247,6500,3194,15337,79007,75936,73245,16004,86600,66389,11330,34164,60301,70743,264821
2020-01-22,Thu tu,Đà Nẵng,17,960,4560,1012,5459,9804,68289,86970,75058,30194,43462,86057,29636,03829,81552,30560,61372,712907
2020-01-22,Thu tu,Khánh Hòa,81,116,3998,2461,7808,1575,78728,37913,32568,85357,59453,11673,28946,44030,84241,92981,06879,808803
2020-01-23,Thu nam,Bình Định,43,406,6270,7016,6019,4314,34300,64523,97798,73233,49674,51704,02913,34790,71356,82088,10807,808407
2020-01-23,Thu nam,Quảng Trị,20,231,2626,3003,2572,1461,76107,95571,95788,72505,86256,35939,83075,46334,16344,64786,71187,505760
2020-01-23,Thu nam,Quảng Bình,68,561,1997,6294,6270,4181,69527,97988,51788,75642,02966,96988,30161,16679,09491,48124,25380,718035
2020-01-24,Thu sau,Gia Lai,85,919,9551,8558,3002,3415,87776,11390,85987,01326,72273,50562,24328,55075,11932,04324,89383,433603
2020-01-24,Thu sau,Ninh Thuận,83,452,2035,2849,0186,8735,09897,58549,25647,15076,54484,46239,33338,35783,64019,89649,66281,750822
2020-01-25,Thu bay,Đà Nẵng,72,771,5529,4788,5059,2182,21379,48522,52364,31509,89878,94161,32075,66005,99665,39434,38060,068304
2020-01-25,Thu bay,Quảng Ngãi,57,545,3756,5051,1089,0684,67206,20500,79327,11283,49699,76551,52371,20290,04970,82084,02864,229195
2020-01-25,Thu bay,Đắk Nông,52,169,0020,1848,3012,3581,20912,63215,51001,78332,85544,76410,81332,42485,62355,96562,89184,097629
2020-01-26,Chu nhat,Khánh Hòa,56,284,8170,8947,7875,3415,52184,30449,21512,85948,43049,87935,09106,99921,19190,44366,47108,521281
2020-01-26,Chu nhat,Kon Tum,91,121,8761,2834,3368,0910,49831,30323,06614,29295,89221,34713,14328,16415,80172,25065,58483,768587
2020-01-27,Thu hai,Thừa T. Huế,70,872,2087,1907,5025,8206,51169,74994,46319,51630,10600,21128,01592,67637,54058,11902,63677,467901
2020-01-27,Thu hai,Phú Yên,18,893,5145,9569,5298,8586,32651,14316,24397,01257,74393,34788,08274,42022,02320,94487,86156,307324
2020-01-28,Thu ba,Đắk Lắk,77,014,2933,4677,2335,5142,84225,76499,31928,58140,19855,15133,61689,31707,73301,86080,72116,561007
2020-01-28,Thu ba,Quảng Nam,92,877,6457,0781,9934,1117,59551,40802,41692,90057,47602,46012,05741,89910,81689,97635,63190,228449
2020-01-29,Thu tu,Đà Nẵng,14,627,8004,0677,0220,8641,68427,38461,97228,84331,53011,54531,22206,58509,35804,67568,84135,894266
2020-01-29,Thu tu,Khánh Hòa,52,070,1045,1760,1490,7248,23185,69580,96007,78495,89815,47199,07436,28083,93736,72188,02493,797386
2020-01-30,Thu nam,Bình Định,06,354,1904,7788,9685,5552,30237,17013,96809,55741,78015,34261,96006,97059,29065,17447,81810,624288
2020-01-30,Thu nam,Quảng Trị,48,600,6498,5899,7200,8797,34057,88488,91873,99384,73197,14282,74297,24219,93205,78487,81393,670044
2020-01-30,Thu nam,Quảng Bình,76,813,8885,6939,3063,4627,19537,83601,59978,20093,77262,91125,65622,82758,84676,49523,09813,243008
2020-01-31,Thu sau,Gia Lai,21,540,1504,2248,0655,2960,08014,03714,52811,73626,60284,86599,04068,02378,81769,00416,44070,592566
2020-01-31,Thu sau,Ninh Thuận,84,224,3138,4675,5431,1130,69922,73762,06762,85845,63332,97127,29922,30858,30460,77500,30462,898384
2020-02-01,Thu bay,Quảng Ngãi,69,467,6939,1971,5639,5483,94421,51390,48415,01585,16438,35617,39592,19872,31283,91158,27889,386618
2020-02-01,Thu bay,Đắk Nông,63,578,1626,7595,2537,8771,47536,92532,63015,54871,01524,41309,27649,24040,67456,87610,09308,954869
2020-02-01,Thu bay,Đà Nẵng,88,249,3672,9985,2527,2220,06265,04748,25335,47563,02423,68431,62685,60692,62900,79158,89571,730357
2020-02-02,Chu nhat,Kon Tum,99,897,7397,4845,7002,7878,06147,34213,73753,31167,74360,19780,45024,88017,05632,78979,81776,488635
2020-02-02,Chu nhat,Khánh Hòa,32,552,3900,4261,2815,9066,26897,17420,51547,57112,61719,05154,84033,19884,93125,71224,52919,750166
2020-02-03,Thu hai,Thừa T. Huế,19,330,1535,8540,2270,4019,16015,83955,38377,85836,55040,15638,95041,60291,95587,01391,28060,810522
2020-02-03,Thu hai,Phú Yên,88,573,1030,0302,6708,3441,58101,21957,06817,67185,32008,72339,49426,31875,35438,23148,06162,901237
2020-02-06,Thu nam,Bình Định,65,090,7541,1332,3818,8354,33874,03538,10619,15348,88643,03976,11731,68129,21020,40155,51330,560765
2020-02-06,Thu nam,Quảng Trị,46,337,9213,7546,4237,1054,12561,71546,49297,47167,68791,79733,78719,58364,38063,86676,91634,193334
2020-02-06,Thu nam,Quảng Bình,51,680,1870,6161,2086,3171,25772,83781,59272,00291,89238,44572,02332,69160,94529,06045,68483,972688
2020-02-07,Thu sau,Gia Lai,01,180,6596,1446,4022,4968,34760,27562,50186,00772,92796,35099,44040,07920,94983,43136,74563,547914
2020-02-07,Thu sau,Ninh Thuận,40,905,1142,0549,2441,0243,78507,12407,83599,73139,71711,86312,44415,12256,45823,50229,36136,336497
2020-02-08,Thu bay,Đà Nẵng,33,810,6814,3267,4529,1433,99195,23860,50902,92198,38218,11326,31560,38576,14547,72201,78402,877264
2020-02-08,Thu bay,Quảng Ngãi,42,026,2187,4348,7176,8335,74948,67728,03203,18671,83318,46546,77490,55652,89341,82822,91374,901143
2020-02-08,Thu bay,Đắk Nông,86,223,9505,5055,6276,8944,70763,93836,97292,88146,23793,73511,01528,61061,73032,63677,52732,657275
2020-02-09,Chu nhat,Kon Tum,77,495,3340,7262,5280,0395,11681,10324,57006,38036,99732,78312,73104,74108,73779,31519,89884,553673
2020-02-09,Chu nhat,Khánh Hòa,29,702,8212,2766,6960,3553,86315,68509,28877,19619,31743,72132,18304,98914,48931,95772,07948,441730
2020-02-10,Thu hai,Phú Yên,35,084,1915,7966,8791,6811,37393,84997,48115,13864,04908,36470,91887,31548,42769,00259,58577,563049
2020-02-10,Thu hai,Thừa T. Huế,25,101,7117,9928,8852,6325,77130,30171,79398,11844,54967,27449,23225,49802,68191,88382,63805,986281
2020-02-11,Thu ba,Đắk Lắk,87,628,4830,3390,6538,6558,77839,69061,33818,34556,04276,50159,92199,90580,20484,91220,81438,463593
2020-02-11,Thu ba,Quảng Nam,69,534,2358,4423,7364,7533,94516,61453,20096,90470,96072,40886,35731,25029,76727,35371,74705,723056
2020-02-12,Thu tu,Đà Nẵng,09,967,2323,7272,4078,4673,91348,35769,13498,71251,14931,64149,66716,93110,96163,80434,64757,398801
2020-02-12,Thu tu,Khánh Hòa,56,964,3315,6190,6793,2198,44934,55167,15790,60549,56023,36806,41269,96994,80466,31161,25171,857781
2020-02-13,Thu nam,Bình Định,92,986,0524,9559,7934,6870,24873,90795,05607,44292,84134,13360,16600,47298,74668,73401,92746,388470
2020-02-13,Thu nam,Quảng Trị,13,867,9750,7185,2624,9594,66006,58522,24196,98761,79808,19585,53223,67062,32585,23606,29137,549579
2020-02-13,Thu nam,Quảng Bình,41,790,1902,6060,2380,2171,44093,00340,08943,36474,12777,67057,47656,44555,57035,99827,34057,345319
2020-02-14,Thu sau,Gia Lai,12,158,5365,0479,2015,4722,17273,73367,19141,26371,09624,53693,72702,98940,35596,18557,34720,687607
2020-02-14,Thu sau,Ninh Thuận,81,004,9454,0022,4487,6360,06699,62030,96760,20923,35241,07034,54450,75850,65320,13282,11272,246528
2020-02-15,Thu bay,Quảng Ngãi,01,100,7867,0828,6033,8446,47714,41202,65170,20061,58623,38957,44886,86210,76925,57043,60226,771204
2020-02-15,Thu bay,Đà Nẵng,82,209,4925,8965,4491,8355,85890,41104,07003,89775,38618,01426,81874,79362,40381,47301,41056,025632
2020-02-15,Thu bay,Đắk Nông,08,945,9253,0033,8793,9992,79134,67543,94492,96711,08715,38948,25730,89234,98391,97926,35777,228603
2020-02-16,Chu nhat,Khánh Hòa,04,012,1862,9308,7707,3521,36502,42101,25076,27305,84935,06406,18418,10308,80581,99624,22380,862684
2020-02-16,Chu nhat,Kon Tum,89,422,7222,5165,1447,9885,09125,48747,09446,85308,24964,47879,39922,97797,21483,82760,26059,082926
2020-02-18,Thu ba,Quảng Nam,83,746,6546,0406,1957,5762,91131,33035,10384,34271,01540,86142,60020,50143,54954,76658,82036,028904
2020-02-18,Thu ba,Đắk Lắk,52,658,5390,0477,6850,8297,16104,40684,25346,33678,06107,67613,62251,43993,71243,74090,77330,626287
2020-02-20,Thu nam,Bình Định,51,838,5609,4964,2527,1220,01938,51234,27126,40417,01703,42063,97381,00610,28240,93659,78186,626262
2020-02-20,Thu nam,Quảng Trị,16,652,4292,3172,2135,3469,31475,43513,19114,37793,77219,16134,59126,71519,09229,07920,49388,321285
2020-02-20,Thu nam,Quảng Bình,02,468,5234,4128,8952,8881,92742,70217,89514,42813,90140,01206,33698,67034,85676,10356,76715,189815
2020-02-21,Thu sau,Gia Lai,90,346,2425,6365,4396,8297,45963,95806,62496,46777,03214,35168,34046,04861,89985,86369,10838,774015
2020-02-21,Thu sau,Ninh Thuận,35,791,5489,0772,9328,3241,18253,13608,25161,97155,19396,45333,08855,85926,25702,47540,27685,144484
2020-02-22,Thu bay,Đà Nẵng,22,311,0817,0126,0166,5180,20952,63782,80626,39985,11218,64268,71550,62526,11173,85924,46776,273039
2020-02-22,Thu bay,Quảng Ngãi,92,120,2956,7198,1606,0164,54010,96439,32204,64025,97926,74178,02159,71512,55728,91279,47304,997900
2020-02-22,Thu bay,Đắk Nông,72,996,9126,4434,2698,5357,90183,05024,88601,05177,21783,47457,69977,54982,09935,48222,06930,538349
2020-02-24,Thu hai,Thừa T. Huế,85,609,0094,2568,0424,3441,61591,06317,72638,23625,60697,09763,11162,55308,79455,90330,07017,828017
2020-02-24,Thu hai,Phú Yên,76,548,5126,6444,5786,9752,50696,12373,51992,60041,96389,63490,79307,95979,40502,47443,02956,949351
2020-02-25,Thu ba,Quảng Nam,68,414,8602,8165,8530,5682,68119,48567,46497,95677,06042,82686,09951,03420,84910,35882,93350,896312
2020-02-25,Thu ba,Đắk Lắk,81,474,9285,0962,2299,2340,82211,46486,00106,37905,28529,83299,01058,51666,77785,40158,23010,396536
2020-02-26,Thu tu,Đà Nẵng,70,908,5853,9557,9182,7325,21511,12978,44188,54556,05520,94034,83222,37453,85156,11735,35121,344293
2020-02-26,Thu tu,Khánh Hòa,05,336,8577,2132,1788,1487,53730,78600,17679,57825,18851,13995,41835,34983,26191,40777,22783,901455
2020-02-27,Thu nam,Bình Định,14,884,1035,8032,1925,6353,14150,26847,53523,80707,59445,71024,85439,69833,04158,16138,57809,707716
2020-02-27,Thu nam,Quảng Trị,54,430,1422,1033,0218,1674,69321,13971,33226,95154,55625,77387,93736,35417,73534,97580,72997,420574
2020-02-27,Thu nam,Quảng Bình,18,838,7175,7093,8326,3084,17883,41931,19101,93529,98361,79921,76440,72777,73160,26914,48872,994181
2020-02-28,Thu sau,Gia Lai,11,037,2315,4728,3142,2232,13989,71418,63597,76885,72343,61684,54086,80725,56225,83620,38859,366856
2020-02-28,Thu sau,Ninh Thuận,97,645,8267,1347,5232,5872,50741,88581,96364,49243,05874,47704,02682,86381,41598,55637,91009,378232
2020-02-29,Thu bay,Đà Nẵng,32,866,8235,8267,4864,7156,18078,76162,16896,60757,28150,70826,24930,41185,26690,43372,81214,328871
2020-02-29,Thu bay,Quảng Ngãi,02,369,1156,7161,9388,0692,03585,36781,57613,13964,18697,21170,96615,04800,39127,88236,36380,640903
2020-02-29,Thu bay,Đắk Nông,72,762,7911,1377,6494,0551,50387,28364,21100,35076,73977,15272,11098,50432,36016,85580,36828,930831
2020-03-01,Chu nhat,Kon Tum,94,268,5644,3480,9152,0913,12743,48320,23690,96463,78602,85926,12938,57714,06821,50150,41648,605400
2020-03-01,Chu nhat,Khánh Hòa,82,219,4703,1018,4522,2276,72138,05381,78511,63678,62880,19814,26422,79014,52010,30956,02375,185095
2020-03-02,Thu hai,Phú Yên,51,622,1643,6354,8056,1176,09992,80109,58078,04956,92238,00107,80017,44443,40839,65939,50112,469743
2020-03-02,Thu hai,Thừa T. Huế,28,523,5054,0869,0647,0708,50293,77665,51128,20866,04520,28185,63294,19037,99877,70971,04724,737783
2020-03-03,Thu ba,Đắk Lắk,08,501,0955,8223,7382,1360,89589,85331,91626,71174,53129,79422,99511,41992,42693,53249,32874,950262
2020-03-03,Thu ba,Quảng Nam,93,750,4336,7536,6558,5619,93326,51487,22085,60763,52823,65009,15467,63955,11176,23945,85175,592831
2020-03-04,Thu tu,Đà Nẵng,53,432,4963,7358,8981,9045,14969,09461,62275,26386,60468,97353,11409,16460,03250,14246,04574,195035
2020-03-04,Thu tu,Khánh Hòa,93,469,2845,2573,2203,4188,64469,67094,57891,15239,04136,02057,72703,96971,45148,51827,65723,001728
2020-03-05,Thu nam,Bình Định,34,637,9219,5506,4838,9498,73062,46191,98630,12214,56760,23991,02568,91809,81025,35048,57363,756935
2020-03-05,Thu nam,Quảng Trị,62,212,5317,4310,5545,3211,78656,50399,68363,21555,38659,26568,79516,35840,38270,91602,06447,957231
2020-03-05,Thu nam,Quảng Bình,33,102,0537,5984,7420,1964,42702,09094,62479,01602,32871,98239,30830,28737,45593,93979,61637,215057
2020-03-06,Thu sau,Gia Lai,55,703,0144,2396,4869,5742,62544,49425,41887,05054,18382,56741,87924,16897,84576,82748,98141,376161
2020-03-06,Thu sau,Ninh Thuận,60,814,5912,3738,5391,2927,55146,61249,86668,50235,25103,20020,68970,92913,39941,82001,18720,270295
2020-03-07,Thu bay,Đắk Nông,63,776,7636,9932,6052,5739,20815,57251,14284,39535,11940,16366,46457,30161,58405,18937,21771,005314
2020-03-07,Thu bay,Quảng Ngãi,11,374,7665,2387,4587,2115,89980,14596,84091,06208,39025,20333,77417,46531,49813,31723,74777,161245
2020-03-07,Thu bay,Đà Nẵng,97,778,1057,1314,5142,6485,34718,73085,24374,77724,32056,41323,11392,11102,21468,93652,89762,385271
2020-03-08,Chu nhat,Kon Tum,94,261,7747,6369,4595,0305,94435,43160,92149,42164,13879,11908,04005,75157,49589,15885,12669,184615
2020-03-08,Chu nhat,Khánh Hòa,07,849,6288,7423,0629,4980,17272,56681,27120,19149,83742,96280,22865,49030,93347,97082,01724,692810
2020-03-09,Thu hai,Phú Yên,27,605,3030,5369,3471,9176,47504,53781,94903,04698,05753,01313,50654,95833,72416,00717,16697,787724
2020-03-09,Thu hai,Thừa T. Huế,39,632,0968,5209,0361,2913,12186,58507,89869,72527,45195,38259,65209,34277,05285,99688,46948,745361
2020-03-11,Thu tu,Đà Nẵng,73,511,6266,6319,4907,0295,66194,86053,33443,63737,63062,07469,97524,58122,32058,29446,28040,022993
2020-03-11,Thu tu,Khánh Hòa,42,096,9395,3830,7036,1627,39241,78944,82071,78186,66492,60516,67355,60087,15316,00546,69619,927785
2020-03-13,Thu sau,Gia Lai,98,311,7921,6845,1473,1746,75424,69402,94134,32985,41926,79429,11940,62094,55692,44515,69018,148637
2020-03-13,Thu sau,Ninh Thuận,77,479,5888,4261,6080,9254,99417,62547,28614,53713,93786,13999,89003,59790,50632,50916,57003,922288
2020-03-14,Thu bay,Đà Nẵng,29,034,8627,9209,6193,0554,85022,81288,90878,86010,28455,76366,63797,03008,79770,25478,57067,167523
2020-03-14,Thu bay,Quảng Ngãi,29,391,2673,3493,1433,8537,61464,74701,00348,04723,40237,90274,28680,57033,57729,06645,50317,654547
2020-03-14,Thu bay,Đắk Nông,57,089,9091,6345,3840,9778,10699,08427,35432,50027,66722,68545,49967,66938,74918,96113,92484,335236
2020-03-15,Chu nhat,Khánh Hòa,17,716,1283,0805,4797,5323,42703,58230,41024,76249,05318,07901,88088,80290,17465,57918,13259,822730
2020-03-15,Chu nhat,Kon Tum,97,898,3799,0537,9306,7027,61716,14569,75091,35598,51605,72114,81137,31822,59435,59443,42912,275447
2020-03-16,Thu hai,Phú Yên,71,162,6875,6379,9092,0813,55852,71931,02823,31660,70595,31870,92874,91787,47236,87514,86584,625200
2020-03-16,Thu hai,Thừa T. Huế,96,341,0439,0770,6755,4411,85795,18782,16869,87538,49636,20942,11579,53341,80017,94866,48928,690355
2020-03-17,Thu ba,Đắk Lắk,16,960,9561,1152,7962,1794,39988,46114,45414,46586,57540,96282,64374,57777,25368,47326,61676,192118
2020-03-17,Thu ba,Quảng Nam,34,049,2489,5561,5613,4858,16654,75734,00990,50351,90786,68867,71910,69428,85329,90187,61768,436923
2020-03-18,Thu tu,Đà Nẵng,41,080,4000,1428,9498,6572,11342,84977,19151,14702,15132,63158,94808,90875,42006,77251,86546,842240
2020-03-18,Thu tu,Khánh Hòa,42,264,1921,2809,2709,7581,82015,73127,86369,65094,26304,88505,87110,68231,22079,58677,77197,351676
2020-03-19,Thu nam,Bình Định,29,581,2284,7407,6811,0800,47317,94760,82249,08653,63612,46402,60335,70365,31977,10311,80109,668277
2020-03-19,Thu nam,Quảng Trị,77,941,7241,6868,6460,1143,46007,96176,67736,28303,59630,51284,54846,37825,68849,75050,37489,701334
